p(A){444@cladeB}	3.038519e-07	3.709086e-13	5.841603e-12	1.251957e-06	1.071030e-07	5.577736e+02	6.327553e+02	9.999881e-01
p(C){444@cladeB}	9.985435e-01	1.427070e-06	9.961810e-01	9.999997e-01	9.988781e-01	8.857283e+02	9.376384e+02	1.001131e+00
p(G){444@cladeB}	6.692067e-06	5.138913e-11	3.316192e-10	2.047537e-05	4.441150e-06	9.786041e+02	1.050146e+03	1.000144e+00
p(T){444@cladeB}	1.449551e-03	1.412104e-06	3.081593e-07	3.793165e-03	1.117681e-03	8.841189e+02	9.360846e+02	1.001138e+00
p(A){444@cladeB_anc}	1.515886e-05	2.571245e-10	9.505577e-08	4.689933e-05	9.871401e-06	3.019158e+02	3.106173e+02	1.000351e+00
p(C){444@cladeB_anc}	9.166728e-01	1.312187e-03	8.441001e-01	9.748226e-01	9.225329e-01	3.464296e+02	3.973090e+02	1.002195e+00
p(G){444@cladeB_anc}	1.437196e-04	6.975998e-09	2.063270e-05	3.055314e-04	1.266524e-04	5.438505e+02	5.639313e+02	1.000014e+00
p(T){444@cladeB_anc}	8.316834e-02	1.310108e-03	2.509371e-02	1.556627e-01	7.732537e-02	3.466732e+02	3.977726e+02	1.002196e+00
p(A){444@cladeE}	6.822680e-03	5.452292e-05	1.296476e-04	2.127492e-02	4.370604e-03	6.312107e+02	6.358816e+02	1.003535e+00
p(C){444@cladeE}	7.476380e-03	4.252831e-05	1.138011e-04	1.967024e-02	5.846467e-03	7.900431e+02	9.235035e+02	1.000194e+00
p(G){444@cladeE}	9.852389e-01	1.242021e-04	9.638133e-01	9.993196e-01	9.880051e-01	8.033086e+02	8.826153e+02	1.000897e+00
p(T){444@cladeE}	4.620169e-04	2.098634e-07	1.844416e-06	1.341863e-03	3.268312e-04	9.878181e+02	1.071392e+03	9.999444e-01
p(A){444@cladeE_anc}	3.281116e-04	1.227570e-07	3.306917e-06	1.010229e-03	2.159712e-04	4.100899e+02	4.221490e+02	1.000002e+00
p(C){444@cladeE_anc}	9.587107e-01	3.434485e-04	9.217700e-01	9.918287e-01	9.604732e-01	4.923846e+02	5.598291e+02	1.000046e+00
p(G){444@cladeE_anc}	7.219056e-03	2.812137e-05	3.680998e-04	1.734878e-02	5.837640e-03	5.067350e+02	6.423678e+02	1.000084e+00
p(T){444@cladeE_anc}	3.374213e-02	2.195277e-04	7.133268e-03	6.426222e-02	3.226629e-02	4.998472e+02	5.572703e+02	1.000008e+00
p(A){444@mrca_cladeAE}	8.291503e-05	4.078914e-09	4.746001e-06	2.073719e-04	6.648960e-05	3.500111e+02	3.803256e+02	1.001755e+00
p(C){444@mrca_cladeAE}	4.437794e-01	1.288632e-02	2.255838e-01	6.598533e-01	4.418743e-01	2.287521e+02	3.492264e+02	1.002875e+00
p(G){444@mrca_cladeAE}	2.771213e-04	2.414931e-08	4.413173e-05	5.795093e-04	2.472954e-04	6.160866e+02	7.540228e+02	1.000056e+00
p(T){444@mrca_cladeAE}	5.558605e-01	1.289510e-02	3.395109e-01	7.738522e-01	5.576771e-01	2.287319e+02	3.492885e+02	1.002872e+00
p(A){444@cladeA}	3.892630e-05	1.044101e-09	1.345067e-06	1.036801e-04	2.992726e-05	1.949815e+02	1.999361e+02	1.000246e+00
p(C){444@cladeA}	3.575494e-02	2.087586e-04	1.215755e-02	6.487814e-02	3.365003e-02	6.285317e+02	6.398404e+02	1.000046e+00
p(G){444@cladeA}	3.553056e-05	5.872242e-10	4.409911e-06	8.310688e-05	2.952830e-05	6.326740e+02	6.874792e+02	1.000130e+00
p(T){444@cladeA}	9.641706e-01	2.095939e-04	9.359850e-01	9.888012e-01	9.662755e-01	6.277652e+02	6.392063e+02	1.000045e+00
p(A){444@root}	3.582868e-05	1.697985e-09	1.837555e-07	1.097308e-04	2.291560e-05	3.584948e+02	4.548302e+02	9.999337e-01
p(C){444@root}	7.559337e-01	8.648424e-03	5.726127e-01	9.173914e-01	7.667149e-01	2.041907e+02	2.955668e+02	1.003300e+00
p(G){444@root}	2.216510e-04	3.334964e-08	1.329378e-05	5.610356e-04	1.726816e-04	9.617187e+02	1.062029e+03	1.000165e+00
p(T){444@root}	2.438088e-01	8.642084e-03	8.250929e-02	4.273090e-01	2.330664e-01	2.041138e+02	2.953909e+02	1.003306e+00
