p(A){442@cladeB}	9.998329e-01	4.493993e-08	9.994336e-01	1.000000e+00	9.999025e-01	6.001022e+02	8.220621e+02	9.999430e-01
p(C){442@cladeB}	2.827707e-07	7.756394e-13	1.013641e-14	1.247012e-06	4.603271e-08	5.685079e+02	6.305907e+02	1.000372e+00
p(G){442@cladeB}	7.051953e-08	4.174095e-14	3.794636e-13	2.887825e-07	1.865556e-08	8.469192e+02	9.811259e+02	9.999529e-01
p(T){442@cladeB}	1.667530e-04	4.486366e-08	1.749374e-09	5.656601e-04	9.733364e-05	5.998157e+02	8.215873e+02	9.999436e-01
p(A){442@cladeB_anc}	2.389222e-03	4.168880e-06	3.705788e-05	6.136226e-03	1.845583e-03	3.470651e+02	4.720772e+02	1.000238e+00
p(C){442@cladeB_anc}	2.143301e-04	8.417688e-08	4.186775e-06	7.220955e-04	1.220651e-04	4.982767e+02	5.220221e+02	9.999592e-01
p(G){442@cladeB_anc}	3.791887e-07	1.246208e-12	9.524706e-13	1.694944e-06	5.819676e-08	5.141891e+02	5.962544e+02	1.000330e+00
p(T){442@cladeB_anc}	9.973961e-01	4.391893e-06	9.935426e-01	9.998968e-01	9.979420e-01	3.671672e+02	4.891511e+02	1.000246e+00
p(A){442@cladeE}	2.398869e-08	2.417795e-15	3.799223e-12	9.770534e-08	8.572678e-09	3.754884e+02	6.032622e+02	1.003047e+00
p(C){442@cladeE}	1.477507e-05	2.507796e-10	1.415999e-07	4.469716e-05	9.885054e-06	7.099666e+02	8.733714e+02	1.000007e+00
p(G){442@cladeE}	2.010115e-10	1.293498e-18	1.001067e-19	8.419161e-10	5.150132e-12	8.479231e+02	8.496474e+02	1.000350e+00
p(T){442@cladeE}	9.999852e-01	2.513386e-10	9.999552e-01	9.999998e-01	9.999901e-01	7.109446e+02	8.743462e+02	1.000010e+00
p(A){442@cladeE_anc}	7.607379e-07	3.212943e-12	8.515123e-11	2.946337e-06	2.627273e-07	5.006676e+02	6.975134e+02	1.000053e+00
p(C){442@cladeE_anc}	7.628226e-05	4.625502e-09	2.736230e-06	2.088348e-04	5.662517e-05	6.113311e+02	7.531219e+02	1.000013e+00
p(G){442@cladeE_anc}	1.050417e-09	2.208911e-17	6.229731e-17	4.790333e-09	3.835679e-11	5.163473e+02	8.202990e+02	1.000362e+00
p(T){442@cladeE_anc}	9.999230e-01	4.663880e-09	9.997901e-01	9.999972e-01	9.999426e-01	6.174269e+02	7.609047e+02	1.000018e+00
p(A){442@mrca_cladeAE}	8.465909e-03	1.583789e-04	6.330205e-05	2.121044e-02	5.749014e-03	9.582087e+02	1.050931e+03	1.000202e+00
p(C){442@mrca_cladeAE}	6.153474e-04	6.135709e-07	1.220075e-05	1.980935e-03	3.704349e-04	4.243393e+02	5.085964e+02	1.000064e+00
p(G){442@mrca_cladeAE}	1.170551e-06	2.023561e-11	1.080439e-11	5.149865e-06	1.864229e-07	7.722935e+02	8.006091e+02	9.999344e-01
p(T){442@mrca_cladeAE}	9.909176e-01	1.596640e-04	9.781663e-01	9.999492e-01	9.935853e-01	9.766405e+02	1.066553e+03	1.000177e+00
p(A){442@cladeA}	9.968690e-01	4.982026e-06	9.926901e-01	9.996362e-01	9.974653e-01	4.733835e+02	4.754166e+02	1.000364e+00
p(C){442@cladeA}	7.244784e-06	2.045728e-10	5.887191e-09	3.130978e-05	2.309001e-06	4.829260e+02	4.858224e+02	9.999576e-01
p(G){442@cladeA}	1.608083e-06	8.071371e-12	2.367117e-09	6.269562e-06	6.725171e-07	3.560250e+02	5.734086e+02	1.000049e+00
p(T){442@cladeA}	3.122128e-03	4.983393e-06	3.594857e-04	7.306155e-03	2.527529e-03	4.716889e+02	4.738969e+02	1.000366e+00
p(A){442@root}	2.718012e-06	1.347933e-10	1.685339e-10	9.871126e-06	4.859704e-07	1.970210e+03	2.266887e+03	1.000313e+00
p(C){442@root}	1.282841e-04	2.262730e-08	1.438378e-06	3.828582e-04	8.338487e-05	8.493123e+02	1.087620e+03	1.000242e+00
p(G){442@root}	2.168894e-09	9.487494e-17	1.878519e-17	9.483610e-09	8.595250e-11	5.890726e+02	9.016123e+02	1.000116e+00
p(T){442@root}	9.998690e-01	2.274169e-08	9.996128e-01	9.999982e-01	9.999136e-01	8.675319e+02	1.104551e+03	1.000295e+00
